Season,Team,Games Played,Goals,Assists,Points,PIMs,PPG,PPA,SHG,SHA,GWG,GWA
Current,Gang Green 2,6.0,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,6.0,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
