Season,Team,GP,G,A,P,PIMs,PPG,PPA,SHG,SHA,GWG,GWA
Current,Gang Green 3,7.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Spring 2016,Gang Green 2,11.0,2.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0
,,18.0,2.0,7.0,9.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0
